"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"서울특별시 도봉구 (1132000000)","306,722","306,722","14,101","22,235","37,334","37,580","42,368","54,264","53,031","29,121","14,676","1,950","62","148,670","148,670","7,309","11,500","18,590","19,306","21,254","25,905","24,998","13,398","5,874","520","16","158,052","158,052","6,792","10,735","18,744","18,274","21,114","28,359","28,033","15,723","8,802","1,430","46","306,542","306,542","13,964","22,196","37,237","37,406","42,304","54,260","53,153","29,249","14,735","1,973","65","148,545","148,545","7,253","11,474","18,500","19,171","21,237","25,947","25,077","13,446","5,900","524","16","157,997","157,997","6,711","10,722","18,737","18,235","21,067","28,313","28,076","15,803","8,835","1,449","49","306,346","306,346","13,841","22,152","37,140","37,471","42,066","54,211","53,202","29,395","14,797","2,001","70","148,366","148,366","7,183","11,436","18,405","19,204","21,130","25,940","25,060","13,519","5,941","531","17","157,980","157,980","6,658","10,716","18,735","18,267","20,936","28,271","28,142","15,876","8,856","1,470","53","306,057","306,057","13,752","22,061","37,012","37,501","41,862","54,164","53,289","29,437","14,895","2,013","71","148,216","148,216","7,137","11,383","18,342","19,233","21,023","25,912","25,104","13,547","5,988","530","17","157,841","157,841","6,615","10,678","18,670","18,268","20,839","28,252","28,185","15,890","8,907","1,483","54"
"서울특별시 노원구 (1135000000)","497,237","497,237","26,252","46,805","65,992","60,857","75,104","86,584","73,095","39,844","19,715","2,902","87","238,609","238,609","13,554","24,231","33,421","30,563","35,840","41,721","33,842","17,508","7,190","721","18","258,628","258,628","12,698","22,574","32,571","30,294","39,264","44,863","39,253","22,336","12,525","2,181","69","497,097","497,097","26,077","46,957","65,988","60,544","74,903","86,597","73,251","39,974","19,802","2,916","88","238,504","238,504","13,448","24,284","33,458","30,401","35,756","41,727","33,897","17,552","7,233","730","18","258,593","258,593","12,629","22,673","32,530","30,143","39,147","44,870","39,354","22,422","12,569","2,186","70","497,064","497,064","25,904","47,124","66,026","60,626","74,459","86,538","73,283","40,207","19,871","2,941","85","238,492","238,492","13,341","24,385","33,430","30,513","35,511","41,681","33,912","17,693","7,274","735","17","258,572","258,572","12,563","22,739","32,596","30,113","38,948","44,857","39,371","22,514","12,597","2,206","68","496,406","496,406","25,749","46,904","65,774","60,705","74,063","86,524","73,398","40,263","19,986","2,954","86","238,110","238,110","13,252","24,276","33,299","30,575","35,301","41,655","33,959","17,721","7,317","737","18","258,296","258,296","12,497","22,628","32,475","30,130","38,762","44,869","39,439","22,542","12,669","2,217","68"
"서울특별시 은평구 (1138000000)","466,474","466,474","24,104","35,381","61,623","66,278","70,016","78,004","68,901","39,990","19,842","2,277","58","221,484","221,484","12,297","18,120","28,729","32,336","34,575","37,574","31,874","17,382","7,958","624","15","244,990","244,990","11,807","17,261","32,894","33,942","35,441","40,430","37,027","22,608","11,884","1,653","43","466,061","466,061","23,868","35,233","61,533","66,029","69,914","78,014","69,059","40,073","19,979","2,300","59","221,201","221,201","12,187","18,049","28,641","32,219","34,467","37,563","32,008","17,409","8,003","640","15","244,860","244,860","11,681","17,184","32,892","33,810","35,447","40,451","37,051","22,664","11,976","1,660","44","466,007","466,007","23,697","35,148","61,379","66,245","69,645","77,965","69,192","40,203","20,118","2,354","61","221,117","221,117","12,112","17,992","28,528","32,346","34,316","37,540","32,088","17,467","8,050","662","16","244,890","244,890","11,585","17,156","32,851","33,899","35,329","40,425","37,104","22,736","12,068","1,692","45","465,660","465,660","23,514","35,017","61,173","66,423","69,221","78,047","69,329","40,266","20,245","2,366","59","220,905","220,905","12,029","17,912","28,397","32,428","34,141","37,597","32,138","17,485","8,098","664","16","244,755","244,755","11,485","17,105","32,776","33,995","35,080","40,450","37,191","22,781","12,147","1,702","43"
"서울특별시 서대문구 (1141000000)","305,857","305,857","17,402","22,070","48,274","44,803","44,067","48,974","41,424","23,682","13,384","1,715","62","145,212","145,212","8,890","11,006","22,410","22,028","21,823","23,644","19,535","10,219","5,169","475","13","160,645","160,645","8,512","11,064","25,864","22,775","22,244","25,330","21,889","13,463","8,215","1,240","49","305,909","305,909","17,254","22,208","48,409","44,558","44,058","49,030","41,473","23,720","13,413","1,726","60","145,181","145,181","8,808","11,011","22,464","21,970","21,777","23,697","19,547","10,233","5,177","484","13","160,728","160,728","8,446","11,197","25,945","22,588","22,281","25,333","21,926","13,487","8,236","1,242","47","305,986","305,986","17,185","22,221","48,452","44,630","43,857","49,046","41,541","23,797","13,447","1,751","59","145,110","145,110","8,773","11,008","22,396","22,028","21,651","23,737","19,554","10,279","5,178","493","13","160,876","160,876","8,412","11,213","26,056","22,602","22,206","25,309","21,987","13,518","8,269","1,258","46","306,001","306,001","17,087","22,179","48,428","44,742","43,668","49,139","41,602","23,819","13,515","1,763","59","145,109","145,109","8,753","10,983","22,340","22,084","21,595","23,737","19,596","10,302","5,210","497","12","160,892","160,892","8,334","11,196","26,088","22,658","22,073","25,402","22,006","13,517","8,305","1,266","47"
"서울특별시 마포구 (1144000000)","363,679","363,679","20,536","26,392","58,720","63,784","56,898","56,247","42,428","23,789","13,013","1,822","50","169,882","169,882","10,493","13,179","25,691","30,131","27,500","27,329","19,974","9,976","5,054","546","9","193,797","193,797","10,043","13,213","33,029","33,653","29,398","28,918","22,454","13,813","7,959","1,276","41","363,615","363,615","20,363","26,430","58,755","63,556","56,874","56,315","42,561","23,794","13,078","1,840","49","169,828","169,828","10,420","13,197","25,684","30,049","27,490","27,336","20,039","9,988","5,077","540","8","193,787","193,787","9,943","13,233","33,071","33,507","29,384","28,979","22,522","13,806","8,001","1,300","41","363,645","363,645","20,194","26,434","58,809","63,682","56,654","56,329","42,682","23,831","13,115","1,866","49","169,745","169,745","10,305","13,191","25,673","30,120","27,348","27,355","20,107","10,000","5,098","540","8","193,900","193,900","9,889","13,243","33,136","33,562","29,306","28,974","22,575","13,831","8,017","1,326","41","363,449","363,449","20,100","26,410","58,641","63,853","56,484","56,313","42,693","23,849","13,162","1,894","50","169,555","169,555","10,248","13,174","25,567","30,166","27,264","27,343","20,118","10,013","5,109","545","8","193,894","193,894","9,852","13,236","33,074","33,687","29,220","28,970","22,575","13,836","8,053","1,349","42"
"서울특별시 양천구 (1147000000)","435,548","435,548","25,237","47,604","52,362","52,838","72,481","74,775","62,733","32,551","12,935","1,970","62","212,547","212,547","12,967","24,796","26,309","26,268","34,680","36,918","29,868","15,252","5,039","438","12","223,001","223,001","12,270","22,808","26,053","26,570","37,801","37,857","32,865","17,299","7,896","1,532","50","435,278","435,278","25,276","47,480","51,955","52,713","72,523","74,749","62,799","32,762","12,975","1,982","64","212,392","212,392","12,996","24,717","26,098","26,186","34,729","36,905","29,901","15,331","5,076","441","12","222,886","222,886","12,280","22,763","25,857","26,527","37,794","37,844","32,898","17,431","7,899","1,541","52","434,528","434,528","25,037","47,287","51,704","52,768","72,108","74,717","62,841","32,957","13,048","1,998","63","212,015","212,015","12,880","24,590","25,994","26,199","34,540","36,896","29,893","15,441","5,122","448","12","222,513","222,513","12,157","22,697","25,710","26,569","37,568","37,821","32,948","17,516","7,926","1,550","51","433,975","433,975","24,844","47,133","51,528","52,793","71,822","74,659","62,904","33,086","13,133","2,013","60","211,634","211,634","12,765","24,483","25,904","26,206","34,364","36,891","29,879","15,520","5,156","456","10","222,341","222,341","12,079","22,650","25,624","26,587","37,458","37,768","33,025","17,566","7,977","1,557","50"
"서울특별시 강서구 (1150000000)","562,550","562,550","30,937","41,730","78,859","96,378","86,340","83,293","80,423","43,827","17,949","2,730","84","269,623","269,623","15,729","21,430","35,679","48,084","43,348","40,469","37,010","20,286","6,922","649","17","292,927","292,927","15,208","20,300","43,180","48,294","42,992","42,824","43,413","23,541","11,027","2,081","67","562,067","562,067","30,665","41,625","78,655","96,074","86,255","83,287","80,654","43,945","18,066","2,755","86","269,286","269,286","15,593","21,340","35,526","47,938","43,289","40,507","37,111","20,314","6,988","662","18","292,781","292,781","15,072","20,285","43,129","48,136","42,966","42,780","43,543","23,631","11,078","2,093","68","561,386","561,386","30,418","41,511","78,454","96,073","85,799","83,242","80,637","44,192","18,188","2,783","89","268,922","268,922","15,464","21,296","35,402","47,959","43,056","40,498","37,120","20,393","7,047","667","20","292,464","292,464","14,954","20,215","43,052","48,114","42,743","42,744","43,517","23,799","11,141","2,116","69","560,679","560,679","30,193","41,420","78,272","95,964","85,418","83,275","80,646","44,287","18,312","2,803","89","268,551","268,551","15,356","21,241","35,333","47,860","42,883","40,520","37,137","20,423","7,104","675","19","292,128","292,128","14,837","20,179","42,939","48,104","42,535","42,755","43,509","23,864","11,208","2,128","70"
"서울특별시 구로구 (1153000000)","392,311","392,311","22,282","28,166","50,681","61,153","58,251","61,995","58,736","34,678","14,601","1,718","50","192,252","192,252","11,443","14,341","24,403","31,158","29,764","30,733","27,764","16,106","6,084","446","10","200,059","200,059","10,839","13,825","26,278","29,995","28,487","31,262","30,972","18,572","8,517","1,272","40","391,671","391,671","22,091","28,015","50,486","60,906","58,151","61,939","58,777","34,832","14,679","1,749","46","191,937","191,937","11,350","14,285","24,343","31,004","29,730","30,686","27,792","16,157","6,118","463","9","199,734","199,734","10,741","13,730","26,143","29,902","28,421","31,253","30,985","18,675","8,561","1,286","37","391,387","391,387","21,949","27,954","50,384","60,932","57,918","61,844","58,799","35,030","14,761","1,769","47","191,789","191,789","11,301","14,233","24,257","31,053","29,624","30,648","27,791","16,237","6,167","469","9","199,598","199,598","10,648","13,721","26,127","29,879","28,294","31,196","31,008","18,793","8,594","1,300","38","390,952","390,952","21,873","27,910","50,133","60,942","57,667","61,842","58,845","35,033","14,867","1,789","51","191,538","191,538","11,238","14,235","24,121","31,078","29,495","30,642","27,793","16,230","6,217","478","11","199,414","199,414","10,635","13,675","26,012","29,864","28,172","31,200","31,052","18,803","8,650","1,311","40"
"서울특별시 금천구 (1154500000)","227,457","227,457","9,801","12,872","34,980","37,953","29,490","37,484","36,357","19,188","8,320","978","34","114,471","114,471","4,996","6,516","16,883","20,901","15,782","18,828","17,937","8,935","3,423","262","8","112,986","112,986","4,805","6,356","18,097","17,052","13,708","18,656","18,420","10,253","4,897","716","26","227,268","227,268","9,642","12,796","34,965","37,927","29,374","37,454","36,489","19,238","8,358","989","36","114,348","114,348","4,907","6,473","16,913","20,835","15,745","18,803","17,982","8,970","3,445","265","10","112,920","112,920","4,735","6,323","18,052","17,092","13,629","18,651","18,507","10,268","4,913","724","26","227,160","227,160","9,532","12,776","34,898","38,022","29,268","37,304","36,575","19,347","8,394","1,010","34","114,278","114,278","4,832","6,457","16,902","20,877","15,665","18,741","18,058","8,998","3,467","271","10","112,882","112,882","4,700","6,319","17,996","17,145","13,603","18,563","18,517","10,349","4,927","739","24","226,955","226,955","9,429","12,751","34,740","38,131","29,129","37,218","36,681","19,341","8,480","1,021","34","114,184","114,184","4,761","6,445","16,832","20,961","15,598","18,689","18,126","8,994","3,498","270","10","112,771","112,771","4,668","6,306","17,908","17,170","13,531","18,529","18,555","10,347","4,982","751","24"
"서울특별시 영등포구 (1156000000)","374,985","374,985","22,023","22,886","57,019","71,093","53,848","55,463","49,217","27,981","13,614","1,785","56","183,769","183,769","11,252","11,809","25,856","35,965","27,696","28,011","24,177","12,857","5,607","523","16","191,216","191,216","10,771","11,077","31,163","35,128","26,152","27,452","25,040","15,124","8,007","1,262","40","374,968","374,968","21,798","22,857","57,017","70,950","53,930","55,486","49,350","28,034","13,669","1,819","58","183,591","183,591","11,103","11,771","25,713","35,912","27,744","28,023","24,256","12,886","5,628","538","17","191,377","191,377","10,695","11,086","31,304","35,038","26,186","27,463","25,094","15,148","8,041","1,281","41","375,148","375,148","21,715","22,838","56,976","71,295","53,693","55,425","49,421","28,139","13,753","1,835","58","183,680","183,680","11,064","11,771","25,679","36,090","27,634","28,001","24,271","12,961","5,654","540","15","191,468","191,468","10,651","11,067","31,297","35,205","26,059","27,424","25,150","15,178","8,099","1,295","43","375,090","375,090","21,620","22,864","56,815","71,476","53,575","55,355","49,534","28,138","13,812","1,839","62","183,600","183,600","11,017","11,810","25,538","36,185","27,574","27,955","24,303","12,971","5,689","542","16","191,490","191,490","10,603","11,054","31,277","35,291","26,001","27,400","25,231","15,167","8,123","1,297","46"
"서울특별시 동작구 (1159000000)","378,360","378,360","19,951","25,893","63,435","59,778","54,515","57,376","50,682","30,444","14,327","1,902","57","182,934","182,934","10,185","13,261","30,624","30,392","27,265","27,829","23,529","13,302","6,002","531","14","195,426","195,426","9,766","12,632","32,811","29,386","27,250","29,547","27,153","17,142","8,325","1,371","43","378,283","378,283","19,735","26,063","63,508","59,500","54,356","57,443","50,755","30,569","14,390","1,911","53","182,915","182,915","10,089","13,317","30,669","30,268","27,202","27,874","23,566","13,343","6,041","533","13","195,368","195,368","9,646","12,746","32,839","29,232","27,154","29,569","27,189","17,226","8,349","1,378","40","378,649","378,649","19,677","26,065","63,629","59,713","54,082","57,499","50,799","30,729","14,464","1,934","58","183,036","183,036","10,042","13,309","30,698","30,361","27,067","27,937","23,584","13,410","6,073","539","16","195,613","195,613","9,635","12,756","32,931","29,352","27,015","29,562","27,215","17,319","8,391","1,395","42","378,871","378,871","19,593","25,986","63,649","60,092","53,894","57,528","50,834","30,747","14,523","1,965","60","183,129","183,129","9,992","13,289","30,674","30,592","26,932","27,983","23,595","13,419","6,093","544","16","195,742","195,742","9,601","12,697","32,975","29,500","26,962","29,545","27,239","17,328","8,430","1,421","44"
"서울특별시 관악구 (1162000000)","481,872","481,872","16,333","25,034","107,129","88,673","61,513","65,837","60,487","37,870","17,113","1,828","55","242,598","242,598","8,417","12,679","51,918","49,644","32,995","33,716","28,467","16,941","7,323","489","9","239,274","239,274","7,916","12,355","55,211","39,029","28,518","32,121","32,020","20,929","9,790","1,339","46","481,834","481,834","16,078","25,116","107,272","88,469","61,425","65,860","60,616","37,906","17,179","1,856","57","242,703","242,703","8,288","12,733","52,033","49,561","32,997","33,745","28,543","16,936","7,349","508","10","239,131","239,131","7,790","12,383","55,239","38,908","28,428","32,115","32,073","20,970","9,830","1,348","47","481,958","481,958","15,973","25,100","107,122","88,914","61,136","65,850","60,606","38,003","17,317","1,882","55","242,765","242,765","8,236","12,717","51,918","49,879","32,824","33,714","28,596","16,956","7,397","518","10","239,193","239,193","7,737","12,383","55,204","39,035","28,312","32,136","32,010","21,047","9,920","1,364","45","481,722","481,722","15,878","25,004","106,834","89,169","60,903","65,875","60,608","38,040","17,475","1,879","57","242,633","242,633","8,187","12,657","51,756","50,003","32,713","33,730","28,634","16,956","7,466","521","10","239,089","239,089","7,691","12,347","55,078","39,166","28,190","32,145","31,974","21,084","10,009","1,358","47"
"서울특별시 서초구 (1165000000)","407,768","407,768","27,678","44,822","49,834","56,920","72,165","65,396","48,032","29,162","11,929","1,766","64","194,231","194,231","14,177","22,644","23,738","26,352","33,373","32,348","22,367","13,265","5,415","538","14","213,537","213,537","13,501","22,178","26,096","30,568","38,792","33,048","25,665","15,897","6,514","1,228","50","407,996","407,996","27,675","44,716","49,738","56,811","72,309","65,485","48,164","29,245","12,013","1,773","67","194,232","194,232","14,181","22,573","23,655","26,268","33,462","32,364","22,420","13,296","5,455","544","14","213,764","213,764","13,494","22,143","26,083","30,543","38,847","33,121","25,744","15,949","6,558","1,229","53","407,840","407,840","27,447","44,627","49,756","56,932","71,966","65,544","48,209","29,390","12,110","1,792","67","194,116","194,116","14,066","22,538","23,609","26,337","33,304","32,386","22,475","13,340","5,497","551","13","213,724","213,724","13,381","22,089","26,147","30,595","38,662","33,158","25,734","16,050","6,613","1,241","54","407,596","407,596","27,312","44,522","49,700","56,935","71,601","65,747","48,279","29,436","12,177","1,821","66","193,966","193,966","14,006","22,474","23,539","26,378","33,145","32,467","22,495","13,354","5,534","561","13","213,630","213,630","13,306","22,048","26,161","30,557","38,456","33,280","25,784","16,082","6,643","1,260","53"
"서울특별시 강남구 (1168000000)","549,154","549,154","33,454","62,478","67,613","79,202","100,133","86,357","63,203","39,210","15,063","2,347","94","262,618","262,618","17,234","32,627","31,840","37,020","45,909","43,144","29,407","17,978","6,787","654","18","286,536","286,536","16,220","29,851","35,773","42,182","54,224","43,213","33,796","21,232","8,276","1,693","76","553,555","553,555","34,173","62,879","67,647","79,688","101,373","86,838","63,730","39,543","15,218","2,369","97","264,695","264,695","17,610","32,856","31,831","37,232","46,516","43,349","29,621","18,126","6,864","669","21","288,860","288,860","16,563","30,023","35,816","42,456","54,857","43,489","34,109","21,417","8,354","1,700","76","554,280","554,280","34,007","62,846","67,621","80,071","101,066","87,015","64,004","39,820","15,328","2,401","101","265,082","265,082","17,520","32,821","31,836","37,483","46,373","43,470","29,731","18,235","6,916","675","22","289,198","289,198","16,487","30,025","35,785","42,588","54,693","43,545","34,273","21,585","8,412","1,726","79","554,651","554,651","33,853","62,811","67,566","80,321","100,837","87,256","64,102","39,970","15,424","2,412","99","265,347","265,347","17,450","32,814","31,834","37,669","46,234","43,604","29,764","18,302","6,983","671","22","289,304","289,304","16,403","29,997","35,732","42,652","54,603","43,652","34,338","21,668","8,441","1,741","77"
"서울특별시 송파구 (1171000000)","653,989","653,989","43,118","57,351","84,445","104,788","106,350","101,074","89,774","46,908","17,346","2,746","89","314,189","314,189","22,293","29,193","39,724","50,059","51,549","48,683","42,035","22,563","7,407","664","19","339,800","339,800","20,825","28,158","44,721","54,729","54,801","52,391","47,739","24,345","9,939","2,082","70","653,922","653,922","43,035","57,267","84,073","104,677","106,553","101,003","89,909","47,103","17,445","2,773","84","314,043","314,043","22,249","29,146","39,464","50,012","51,616","48,692","42,071","22,645","7,460","671","17","339,879","339,879","20,786","28,121","44,609","54,665","54,937","52,311","47,838","24,458","9,985","2,102","67","653,736","653,736","42,757","57,158","83,881","105,045","106,116","100,948","90,005","47,421","17,544","2,774","87","313,887","313,887","22,101","29,085","39,395","50,151","51,386","48,709","42,074","22,782","7,508","679","17","339,849","339,849","20,656","28,073","44,486","54,894","54,730","52,239","47,931","24,639","10,036","2,095","70","653,447","653,447","42,549","57,058","83,657","105,324","105,763","100,942","90,071","47,517","17,694","2,787","85","313,669","313,669","21,974","29,025","39,292","50,267","51,209","48,721","42,094","22,809","7,580","682","16","339,778","339,778","20,575","28,033","44,365","55,057","54,554","52,221","47,977","24,708","10,114","2,105","69"
"서울특별시 강동구 (1174000000)","459,389","459,389","30,764","38,952","56,417","68,477","74,441","70,800","68,412","35,842","13,259","1,947","78","224,450","224,450","15,914","20,567","27,178","33,804","37,115","34,793","32,038","17,068","5,516","443","14","234,939","234,939","14,850","18,385","29,239","34,673","37,326","36,007","36,374","18,774","7,743","1,504","64","460,515","460,515","30,785","39,300","56,327","68,305","74,971","70,856","68,510","36,061","13,355","1,965","80","224,986","224,986","15,910","20,779","27,117","33,715","37,371","34,842","32,061","17,167","5,557","453","14","235,529","235,529","14,875","18,521","29,210","34,590","37,600","36,014","36,449","18,894","7,798","1,512","66","461,367","461,367","30,827","39,393","56,232","68,608","74,902","70,927","68,574","36,368","13,475","1,978","83","225,275","225,275","15,891","20,830","27,020","33,853","37,375","34,873","32,063","17,284","5,621","450","15","236,092","236,092","14,936","18,563","29,212","34,755","37,527","36,054","36,511","19,084","7,854","1,528","68","461,921","461,921","30,745","39,397","56,206","68,909","74,760","71,054","68,767","36,439","13,588","1,974","82","225,525","225,525","15,873","20,837","26,993","34,011","37,297","34,929","32,177","17,255","5,684","454","15","236,396","236,396","14,872","18,560","29,213","34,898","37,463","36,125","36,590","19,184","7,904","1,520","67"
"부산광역시  (2600000000)","3,290,964","3,290,964","193,250","263,391","375,444","389,895","483,666","542,468","560,758","321,717","142,487","17,454","434","1,603,859","1,603,859","99,134","135,087","192,700","200,820","244,294","264,982","264,179","144,912","53,734","3,953","64","1,687,105","1,687,105","94,116","128,304","182,744","189,075","239,372","277,486","296,579","176,805","88,753","13,501","370","3,289,401","3,289,401","192,146","263,549","374,078","388,533","483,241","542,518","561,282","322,888","143,096","17,634","436","1,602,971","1,602,971","98,584","135,049","191,961","200,249","244,148","264,999","264,377","145,485","54,042","4,012","65","1,686,430","1,686,430","93,562","128,500","182,117","188,284","239,093","277,519","296,905","177,403","89,054","13,622","371","3,287,292","3,287,292","191,016","263,231","372,557","389,014","481,477","541,515","561,841","324,655","143,693","17,851","442","1,601,773","1,601,773","97,953","134,880","191,223","200,505","243,257","264,621","264,551","146,311","54,321","4,084","67","1,685,519","1,685,519","93,063","128,351","181,334","188,509","238,220","276,894","297,290","178,344","89,372","13,767","375","3,284,947","3,284,947","189,986","263,058","370,874","389,467","479,849","541,104","562,481","325,200","144,497","17,988","443","1,600,234","1,600,234","97,338","134,835","190,213","200,704","242,536","264,472","264,702","146,559","54,680","4,127","68","1,684,713","1,684,713","92,648","128,223","180,661","188,763","237,313","276,632","297,779","178,641","89,817","13,861","375"
"부산광역시 중구 (2611000000)","38,476","38,476","854","1,653","5,333","4,269","4,377","6,321","7,732","5,128","2,456","335","18","18,668","18,668","468","806","2,547","2,297","2,358","3,297","3,685","2,225","907","77","1","19,808","19,808","386","847","2,786","1,972","2,019","3,024","4,047","2,903","1,549","258","17","38,487","38,487","844","1,665","5,350","4,263","4,367","6,306","7,732","5,135","2,466","341","18","18,680","18,680","460","808","2,560","2,297","2,358","3,280","3,697","2,218","919","82","1","19,807","19,807","384","857","2,790","1,966","2,009","3,026","4,035","2,917","1,547","259","17","38,463","38,463","842","1,659","5,337","4,272","4,344","6,290","7,706","5,163","2,491","342","17","18,672","18,672","456","810","2,558","2,303","2,345","3,276","3,680","2,235","929","79","1","19,791","19,791","386","849","2,779","1,969","1,999","3,014","4,026","2,928","1,562","263","16","38,385","38,385","836","1,633","5,292","4,282","4,317","6,286","7,697","5,175","2,502","347","18","18,631","18,631","452","798","2,515","2,318","2,327","3,275","3,693","2,237","935","80","1","19,754","19,754","384","835","2,777","1,964","1,990","3,011","4,004","2,938","1,567","267","17"
"부산광역시 서구 (2614000000)","103,889","103,889","4,815","6,998","12,127","10,336","13,456","16,869","19,377","12,667","6,396","832","16","49,956","49,956","2,526","3,577","5,839","5,272","6,850","8,597","9,207","5,564","2,339","178","7","53,933","53,933","2,289","3,421","6,288","5,064","6,606","8,272","10,170","7,103","4,057","654","9","103,694","103,694","4,733","7,064","12,063","10,252","13,404","16,837","19,382","12,702","6,396","844","17","49,849","49,849","2,481","3,588","5,837","5,229","6,820","8,588","9,191","5,591","2,330","187","7","53,845","53,845","2,252","3,476","6,226","5,023","6,584","8,249","10,191","7,111","4,066","657","10","103,525","103,525","4,691","7,059","11,983","10,246","13,383","16,760","19,372","12,746","6,423","844","18","49,779","49,779","2,461","3,579","5,799","5,229","6,811","8,560","9,188","5,609","2,349","187","7","53,746","53,746","2,230","3,480","6,184","5,017","6,572","8,200","10,184","7,137","4,074","657","11","103,289","103,289","4,662","7,046","11,878","10,216","13,318","16,722","19,366","12,757","6,468","838","18","49,662","49,662","2,444","3,582","5,746","5,224","6,776","8,534","9,183","5,612","2,365","189","7","53,627","53,627","2,218","3,464","6,132","4,992","6,542","8,188","10,183","7,145","4,103","649","11"
